probe,pvalue,Primary.solid.Tumor_Minus_Solid.Tissue.Normal,adjust.p
cg23717593,2.8448258161944266e-13,-0.3473968254199474,9.591794641049792e-13
cg14993830,2.348881404572414e-42,-0.4684039764586143,5.5098046661541485e-40
cg20701183,1.3305096448267584e-6,-0.3887236246053638,2.356738766780515e-6
cg10574861,1.2679841754158122e-7,-0.39700672542136356,2.5546380564819183e-7
cg01393939,5.859748013078023e-22,-0.4089009342095473,4.20161844431184e-21
cg23036668,1.107058989293566e-13,-0.3927138634713589,3.859428578386487e-13
cg27044148,2.1743366477197107e-22,-0.4560532981468586,1.652898507201743e-21
cg13682345,1.95179110529691e-17,-0.34251265280668197,9.182925486812396e-17
cg07182010,4.441586641481958e-21,-0.3748546858453593,2.91723410612535e-20
cg23216101,1.316293722524914e-27,-0.4118525897585982,1.7862432168478585e-26
cg11705954,4.1317898060260397e-23,-0.44262986142643074,3.375322816664058e-22
cg23098371,1.896508001498851e-13,-0.41984142725156626,6.474149976010631e-13
cg15714328,1.6913404841715907e-10,-0.385345489306133,4.5979819122678015e-10
cg19402179,1.282290095931581e-24,-0.4523158249187493,1.2683857454937688e-23
cg04165508,2.9462976590718937e-8,-0.44562250519060786,6.407709610855695e-8
cg24937735,2.8546667410390546e-17,-0.36413401054728406,1.3203838841651065e-16
cg18377941,9.469327903289485e-24,-0.43496543479144467,8.183492851158597e-23
cg26660461,9.255795524892738e-20,-0.624753893203897,5.313991696459398e-19
cg06033721,1.2575660014238392e-6,-0.303212653397099,2.2323495938788585e-6
cg14200127,2.64872744985583e-4,-0.397759703746319,3.389875660688443e-4
cg24682415,7.07866922639432e-24,-0.3820987358149748,6.215601534620039e-23
cg26330928,2.7767371265572827e-12,-0.4447031051072342,8.701149545433316e-12
cg23598604,1.1722209698728597e-10,-0.5903396134790228,3.2458462605923027e-10
cg00903932,9.427066041238015e-26,-0.4378607719148903,1.0586388256685285e-24
cg17443007,4.631265255550169e-11,-0.43829995041469816,1.3248323257166162e-10
cg18150837,1.064873383834517e-37,-0.45941159970503803,5.828406987520923e-36
cg21161367,1.5588584697844288e-26,-0.5142974634964408,1.9391254601409333e-25
cg04124962,6.760074629484621e-11,-0.4135951918522332,1.9039524085100768e-10
cg27558541,1.1261525803967477e-22,-0.3426654543740554,8.722370457601226e-22
cg09228015,5.280348874274417e-4,-0.3067333787639331,6.558496861995909e-4
cg13942103,4.900500981356585e-7,-0.4163684354045068,9.164718236204456e-7
cg17516825,2.7520204016517605e-11,-0.5640033140494802,7.997907078782638e-11
cg09235788,1.3216076920471252e-4,-0.32256657236840686,1.7500643793075642e-4
cg18156192,1.0498767562251257e-7,-0.35807093441621224,2.1335366753980894e-7
cg22012659,3.6244930193920902e-6,-0.32802991563811934,6.029805002879243e-6
cg17711754,1.452489739206002e-32,-0.478023587282936,3.359138241938387e-31
cg07588355,8.998298699953993e-19,-0.3249496985901081,4.766195633975631e-18
cg09792343,1.415919161763025e-25,-0.345838695940172,1.5499595090765914e-24
cg24075096,9.589091702713274e-20,-0.3087615727207912,5.4861632668485e-19
cg07175197,4.73667472586263e-28,-0.5000372876056152,6.822473596374068e-27
cg23981702,5.898098357446759e-9,-0.5706755106808683,1.3756644180294857e-8
cg10389936,2.0404555811719927e-20,-0.4240088335325049,1.254841971642102e-19
cg00958241,1.9146551742103686e-25,-0.36611832788426707,2.082029004008891e-24
cg23952578,1.4454867109757524e-23,-0.525726778207984,1.2234480306299924e-22
cg10180415,2.826213783771158e-7,-0.4155138023776331,5.472456406783303e-7
cg17907003,1.0286697063313038e-6,-0.4142631566538608,1.8419581873456934e-6
cg11958234,5.4014683727113996e-14,-0.45832864874295204,1.936508966810506e-13
cg08847140,1.5241268183809241e-9,-0.409691540924507,3.764050302767138e-9
cg26915625,3.604571699671136e-32,-0.4151918136546527,7.891608974480008e-31
cg23722204,3.9283399861828787e-4,-0.3298811427726235,4.93900019702319e-4
cg08917664,1.813471986259362e-36,-0.5456716387756357,8.507774289822492e-35
cg23014759,2.4106766246847702e-8,-0.4898676224166637,5.284821118467814e-8
cg07790752,1.6236114335545785e-13,-0.4271569012053956,5.55410411228462e-13
cg11162068,2.713116369125065e-8,-0.3651817946715197,5.924118454924677e-8
cg01250454,7.941776879150642e-37,-0.4136854987727693,3.835411069283928e-35
cg21400802,2.190104861387427e-7,-0.46976775147076894,4.286236212631889e-7
cg09558069,7.056092161863201e-27,-0.3180092361453226,8.912387176753366e-26
cg15633035,3.1410567132068754e-9,-0.4551091103970088,7.496533609136176e-9
cg26105956,5.316333419329836e-20,-0.38204039648158317,3.1176498123355676e-19
cg10332026,1.2481897868802373e-14,-0.3647561768017226,4.733320161795265e-14
cg06776548,2.5702289518484182e-21,-0.34656581383120977,1.7296376798914356e-20
cg25201998,2.1573857105919148e-12,-0.5518042223712845,6.7992847155315244e-12
cg22678754,2.332669305577035e-15,-0.3569785194630051,9.274196125320804e-15
cg27166581,1.6363896412324332e-7,-0.4169859513827654,3.249034813668265e-7
cg13808842,3.8131322513584976e-12,-0.3064322527597201,1.1747022808125051e-11
cg11951169,9.61437496809308e-7,-0.4209500532371194,1.7367220789448668e-6
cg12303247,6.754810174407276e-4,-0.3223215565652865,8.314391534015552e-4
cg13098071,4.722581662322629e-28,-0.46789980166651945,6.822473596374068e-27
cg13069892,6.558006406058753e-31,-0.4975612962358407,1.313200794969326e-29
cg04105712,1.4641652419952782e-14,-0.30979372486522916,5.4889482359731666e-14
cg11719576,2.026243706926492e-35,-0.5516941326591813,8.114858943349512e-34
cg14216734,1.9558547093395444e-25,-0.601104076067539,2.1128377846944287e-24
cg26913306,3.671100018435134e-15,-0.3713954501793817,1.442092399586242e-14
cg20823406,1.0478070068229205e-22,-0.36681352096074143,8.154024195275998e-22
cg25312122,4.6097962294698985e-11,-0.3745814734604609,1.3209922179388437e-10
cg24347498,5.136949267741989e-9,-0.452677285490108,1.208434197368531e-8
cg21454485,4.1591151311132576e-7,-0.44518681781082015,7.831728262944918e-7
cg26883963,3.2309381813771814e-22,-0.4119934468595374,2.3897299521717714e-21
cg25215890,9.971442193883743e-22,-0.3707604883554564,6.937757662015722e-21
cg01071265,1.401605131599896e-13,-0.37139315066830203,4.824812633306141e-13
cg26230851,1.4289465094073388e-12,-0.6103316489686503,4.564844685694262e-12
cg07786995,1.1749858023209006e-17,-0.4077338564581274,5.69122916640389e-17
cg19900821,7.612186034282701e-6,-0.4090357616018557,1.2076530887238836e-5
cg21140079,3.2012350871362514e-38,-0.5092462788193837,2.021703081952971e-36
cg09231518,2.3145107504573486e-17,-0.3949793791864591,1.0766081167849763e-16
cg24340655,3.8765590488823623e-28,-0.4902800683787785,5.6833124627364635e-27
cg07835293,2.851760362440563e-21,-0.4229741141463843,1.9034920793200833e-20
cg11754482,8.291878204507222e-17,-0.4034802406221785,3.6502048289010343e-16
cg10759651,1.937465259930718e-38,-0.3813884600507839,1.3255491486692664e-36
cg20707958,7.643190260176222e-19,-0.3459156729683358,4.074713768574467e-18
cg09501047,7.34789187774205e-20,-0.3012889503671181,4.293679168417241e-19
cg09823576,2.03255993474894e-28,-0.3915517300355664,3.0618930393190453e-27
cg05229742,2.100592013679981e-9,-0.37539205294891753,5.102325571690132e-9
cg24310780,1.3550069315997233e-11,-0.5556140117538464,4.001657161307096e-11
cg18395632,1.6460509425026136e-6,-0.4655931157172991,2.8814665752551084e-6
cg14178541,1.151691470780171e-11,-0.4016264141003466,3.419669792081448e-11
cg00393673,1.5696107306068047e-5,-0.5160380302347978,2.371021913207335e-5
cg10721030,6.769407554380273e-21,-0.33496113889209417,4.4108600017033367e-20
cg24833674,2.3624520938286206e-6,-0.5490066926173245,4.036572672285739e-6
cg13081288,8.664564590115286e-9,-0.3353651923653616,1.9870412090739246e-8
cg01833122,1.0152588612853326e-32,-0.5219477097510998,2.4515515444566413e-31
cg23114435,5.878555385058804e-27,-0.4241898562363606,7.482626311834539e-26
cg26607897,6.889278659297267e-5,-0.46000215872053973,9.4346918753679e-5
cg17936236,2.506176406716362e-7,-0.3196896148274665,4.881544080460577e-7
cg07347148,9.47145515478667e-18,-0.46999040109881884,4.656204295493368e-17
cg20284239,1.3405773467891693e-7,-0.3888662316271536,2.6811546935783386e-7
cg12427162,1.259591723160098e-8,-0.40344524940537324,2.8216229323722793e-8
cg18229820,4.6826005076192296e-17,-0.3617440699658786,2.1298698153769458e-16
cg24513381,8.9181439269505715e-12,-0.3609482581704339,2.6721883810315396e-11
cg05042938,4.61035605598732e-22,-0.359974381388127,3.33489191362607e-21
cg13802666,1.3401084483955957e-20,-0.3404038956311223,8.463300277944492e-20
cg15675198,7.756135064813784e-5,-0.3058279160837661,1.0516576198533636e-4
cg02338271,5.091464961623279e-7,-0.36670826353295427,9.469988259087239e-7
cg17591816,4.027354333767359e-17,-0.3579407627581314,1.8420378317676892e-16
cg10037894,4.307890073692705e-42,-0.5950299604432563,7.859506112226026e-40
cg18126802,3.6801803444239982e-6,-0.41176370794007083,6.110066861015374e-6
cg21922512,2.806538041560408e-24,-0.5035462112597988,2.648468657610454e-23
cg17756730,1.1464798711778263e-10,-0.4164553264103605,3.1799323453952545e-10
cg00045114,7.30747824620915e-13,-0.3499588205138547,2.385463077589548e-12
cg22626683,1.7029671821412897e-4,-0.3953825080553167,2.228105269383265e-4
cg18234224,3.538147585326926e-18,-0.42176185841578473,1.7875810261867114e-17
cg16651347,1.693263060839467e-6,-0.3243682014296377,2.957806325423835e-6
cg00665114,1.5079544460581774e-12,-0.5342741465081609,4.807885826072869e-12
cg15010372,1.6987794606365475e-20,-0.48912200501866293,1.0565893463504587e-19
cg12427163,7.559395040985222e-12,-0.47796083574470283,2.2775278270271073e-11
cg18161025,1.0358229281026044e-4,-0.31104344007399765,1.3872930244245322e-4
cg07416590,7.717730040891443e-38,-0.5768465371312415,4.369831974877155e-36
cg18766795,8.437189562379963e-13,-0.43112299455517494,2.7325178030429783e-12
cg11691825,8.624685035523964e-8,-0.5780631924302644,1.7791121643631093e-7
cg08660555,2.1340190743612968e-18,-0.32038748925360544,1.1049502589902913e-17
cg24593832,2.733623308798356e-6,-0.3270038327740412,4.622666810552936e-6
cg26784929,7.431064238300185e-21,-0.42621520419387227,4.822848806043045e-20
cg00173804,2.7672322398991587e-18,-0.37445565122246116,1.424387253264708e-17
cg01441127,2.1003864610075113e-9,-0.37932418703648774,5.102325571690132e-9
cg09862509,1.944576411755993e-16,-0.3922431707964968,8.402617021324579e-16
cg11388802,6.122803313929199e-14,-0.46388190243044,2.1761132124397714e-13
cg20152088,1.171946017656764e-15,-0.34035820394963695,4.7165082377264864e-15
cg18761813,1.5469023672722574e-17,-0.3886588263783924,7.383760718200717e-17
cg02339592,1.740568741059421e-20,-0.34777682126377374,1.0784958010639884e-19
cg24307587,2.2628273225891256e-14,-0.4193144395196688,8.349578570092908e-14
cg17435479,2.594903643551662e-14,-0.36144564243342187,9.532062153717738e-14
cg07919760,1.8424423813643435e-10,-0.37550976229250377,4.992228366667082e-10
cg27298324,5.170030480727018e-35,-0.39441395669429047,1.88648667763417e-33
cg22684969,4.120095349346921e-48,-0.6459891640030525,2.255065521209215e-45
cg14420230,1.4713322074121748e-41,-0.6986758550894794,2.415927484570791e-39
cg23894439,2.6172508647377777e-13,-0.413324125554536,8.842645925718994e-13
cg02051562,6.340155960624084e-19,-0.37728951400358435,3.4021359762564526e-18
cg26883161,2.9333963086255236e-20,-0.5351550840505521,1.770822330427614e-19
cg22400420,9.499779714943488e-6,-0.3030677831892306,1.4870007904611256e-5
cg18131582,2.1399158487144496e-18,-0.5336862578687043,1.1049502589902913e-17
cg25605307,8.487412912691765e-32,-0.5401887727884901,1.809913247096088e-30
cg12792264,3.352596471160753e-35,-0.6149173945686425,1.2511280467377175e-33
cg24250492,4.060481009860675e-6,-0.5238572911471273,6.7008138876293755e-6
cg12764314,8.277709452234691e-46,-0.3436435408323459,3.3979997301423407e-43
cg26795702,3.6085696179958744e-28,-0.37016765441283095,5.338082263738041e-27
cg15687000,4.985666706492636e-10,-0.5221957000192743,1.2932803684140455e-9
cg09067029,2.8031477101526797e-24,-0.37512430687695075,2.648468657610454e-23
cg23069648,3.079717403417705e-27,-0.44435006967422336,4.013409505088787e-26
cg15448056,9.110811456706869e-11,-0.47744077193279055,2.535585154561471e-10
cg17949127,7.95474978793315e-20,-0.3567648406876617,4.631808209853273e-19
cg17417618,3.0921925583924246e-18,-0.432276911360099,1.576826143130547e-17
cg12725760,3.802824422137749e-4,-0.3468755043154466,4.7922008450883985e-4
cg15711508,3.7401391821786315e-9,-0.39665986963878747,8.861917081006224e-9
cg25729466,1.634000586918788e-12,-0.5311491324307689,5.189611148395841e-12
cg08642771,9.161442116149519e-33,-0.5039877836759871,2.2452370081667924e-31
cg22036894,1.4196455071815297e-15,-0.5120688433673835,5.6716737780828994e-15
cg19938167,4.136796305415596e-42,-0.6587371801749128,7.859506112226026e-40
cg07236204,2.2883206816894075e-38,-0.5543950880836879,1.502969023733603e-36
cg10015974,4.5562969488251175e-23,-0.4799259863632197,3.685438221660514e-22
cg10098523,9.9589253040313e-9,-0.37673401301790066,2.2648968627727693e-8
cg06880420,2.0021160437467584e-6,-0.3913828429511973,3.460499519823344e-6
cg06346954,2.984711449399281e-19,-0.5509693024899053,1.6336320666378734e-18
cg16529686,7.864441889546898e-33,-0.5581943680637219,1.9565778155509102e-31
cg22628512,3.527024276948279e-18,-0.47850128018836546,1.7874610687497142e-17
cg20821187,1.1667693148211592e-11,-0.5495223585327446,3.4581863085493564e-11
cg20944315,7.479339069188325e-10,-0.393935827772303,1.9040425971484077e-9
cg18437839,9.838326971537428e-7,-0.4370567888690878,1.7713303604456642e-6
cg01931883,3.111919203109773e-14,-0.46726231467879764,1.1304803830766033e-13
cg06370650,3.319952801092347e-24,-0.4418359970295502,3.0798658188664596e-23
cg17036164,2.4603017501498066e-30,-0.39734835046482825,4.643466061776991e-29
cg19317258,6.47022851760503e-10,-0.39596961821097154,1.6600180040480404e-9
cg23668905,2.690153907881056e-25,-0.37307405529556736,2.831559433808137e-24
cg25683570,1.134127134078611e-21,-0.5139436016639422,7.824524177130585e-21
cg18183701,1.8280238727112312e-5,-0.4357166151563909,2.733711474491659e-5
cg16516919,6.028770465150735e-13,-0.4007405528760609,1.9798482207555013e-12
cg21818533,9.809952570677503e-18,-0.34181453151759555,4.794030393170375e-17
cg27532845,1.505431650417445e-8,-0.5060562786154125,3.335922766512071e-8
cg20464155,1.1111187666150494e-6,-0.37108704202940745,1.9809522418913256e-6
cg22218806,8.805729750738563e-26,-0.3771135669149879,9.971729828077738e-25
cg14611455,2.9571537715372803e-9,-0.41305085215021853,7.088535026079145e-9
cg21101726,4.164956542997615e-37,-0.46327556181811924,2.0723814071521466e-35
cg08530008,1.4290137896021924e-24,-0.4865548258152997,1.4050542769621555e-23
cg03127388,3.145486694424225e-24,-0.3482618862820638,2.9513652298540443e-23
cg15903562,6.242292030043636e-16,-0.4373848070007282,2.5688830860480328e-15
cg11820840,2.1273199347209796e-14,-0.40276500305380786,7.867250749576235e-14
cg14181289,3.4524907712419113e-15,-0.35774766480813386,1.3594699871412993e-14
cg12458003,1.1435821313016695e-11,-0.3653787275500533,3.401742499270546e-11
cg23841819,2.0287804016330372e-5,-0.44181316728204534,3.0147125968157893e-5
cg15152595,5.563668092919028e-17,-0.48018859478191617,2.516002809945568e-16
cg18861810,3.191796253278545e-30,-0.5504525826539588,5.888684772902664e-29
cg15460899,3.372691884012664e-16,-0.5500490745090058,1.434704682266527e-15
cg05390368,3.137172908325681e-16,-0.35724195931777947,1.3414682071538459e-15
cg27511824,2.0814709997975574e-10,-0.3616577329032298,5.61211064313233e-10
cg20771622,6.757143010809345e-18,-0.3353691493648979,3.372409976823387e-17
cg23670519,5.014101569639304e-8,-0.3395642090014782,1.0650911743011303e-7
cg24700388,1.0399669942319325e-40,-0.5198273304795539,1.0672661278305208e-38
cg21525572,1.1771333045742272e-7,-0.3987585715359072,2.3745121450993624e-7
cg13429095,3.089983740390742e-26,-0.3803613547648901,3.7034695633004365e-25
cg12073436,2.527096839001955e-13,-0.5529957635613092,8.555655689981876e-13
cg09232269,2.0830206436803152e-4,-0.4881215706527351,2.699542144374962e-4
cg14201291,4.1322753338854923e-19,-0.4018606725043344,2.2467536749139e-18
cg23843022,2.1337710116746364e-7,-0.43114529059777396,4.185964159103648e-7
cg24664351,3.1040432646423583e-19,-0.4452065648744196,1.6933020068248348e-18
cg13482073,1.5752552729790233e-12,-0.4671795700679372,5.012730926805341e-12
cg22022747,1.637994467901704e-32,-0.41161470051029603,3.704718785953227e-31
cg22736624,5.472544807792418e-28,-0.5648588575270805,7.799661707225154e-27
cg24997231,1.7370121789214282e-6,-0.3506854517533134,3.0245747590551277e-6
cg09858925,4.4684812063843575e-27,-0.43621864371884783,5.732223547564934e-26
cg24446417,3.4748790844025947e-6,-0.5246231166497259,5.810337532168086e-6
cg22787719,1.954006372760322e-8,-0.4130287714693362,4.300909469266017e-8
cg12697139,7.0107818066114326e-6,-0.38501991868473723,1.117641138490871e-5
cg14094320,8.290102125429912e-8,-0.3766992027581114,1.7144014722866394e-7
cg21393051,1.7511179286059974e-7,-0.30027917367204765,3.4726275830568207e-7
cg24640516,1.0862209686231515e-15,-0.3240207587213605,4.382247740735171e-15
cg19403323,4.532461292022694e-38,-0.431204423559549,2.7564079412967644e-36
cg20695534,1.008699302328298e-13,-0.3337574542664861,3.524009051963969e-13
cg03047059,4.6877519657502386e-24,-0.41112675525469133,4.252645705945796e-23
cg12706474,4.2360354330599756e-12,-0.40216027628807693,1.2976810039336715e-11
cg09248613,1.9317947842842172e-18,-0.39824751768750277,1.0037996948717357e-17
cg19234983,3.685760140197058e-7,-0.46301799992166365,7.012767265589304e-7
cg14032261,2.6512333369933477e-6,-0.4363629015605655,4.48796406117843e-6
cg24296187,4.0534852358745095e-11,-0.5835266303380182,1.1676882030361307e-10
cg17296707,2.032357547198601e-7,-0.37108644931041734,3.9965641826348537e-7
cg23075506,1.6470430656186697e-32,-0.5313541009762609,3.704718785953227e-31
cg27178922,1.3257576057445739e-7,-0.3267000126462168,2.657990218110611e-7
cg18345456,2.236272650979297e-6,-0.4424611976535082,3.840962021870299e-6
cg06826449,1.5543101228104349e-18,-0.3146821345195424,8.12795293520616e-18
cg22400454,3.4330698688784384e-8,-0.6440549293980566,7.436808343929281e-8
cg15895782,5.8835860756511975e-6,-0.35448767309035056,9.518077178541149e-6
cg27589988,9.914304951198944e-10,-0.4617027229430388,2.485387592346361e-9
cg04923840,1.7213860709626928e-8,-0.4780144199099354,3.793981112108378e-8
cg26036678,6.413243821410736e-6,-0.3334149385152318,1.0324065053682774e-5
cg23218397,5.747678973939792e-24,-0.43105431372037506,5.101453446058995e-23
cg20320200,1.0102049340720303e-4,-0.3080957476255302,1.3585229334531316e-4
cg18876728,1.8564028227970238e-7,-0.5134392519542742,3.6681268772956837e-7
cg20991819,1.5532721517226933e-16,-0.5112931279165327,6.765180034824038e-16
cg13132121,4.770678771229335e-7,-0.3912429320160474,8.932103241001787e-7
cg09871265,7.907459986095717e-22,-0.3620792395018412,5.54873901588426e-21
cg13962170,2.826769218609133e-22,-0.4015639074589844,2.119431532856711e-21
cg11718886,3.892933582409568e-6,-0.3835903648926269,6.443746917657773e-6
cg07216884,1.1057982560817866e-6,-0.3542998521594641,1.977909299004677e-6
cg04250873,3.067524556995827e-18,-0.3578695810986837,1.5691200381891427e-17
cg15965383,4.17594519900041e-8,-0.5044875681199227,8.951569212478687e-8
cg12804063,9.9339195025916e-29,-0.5158263157291785,1.5534757926909912e-27
cg21402096,1.0171630049058821e-7,-0.5838787292562277,2.0747598187024327e-7
cg19375336,2.0194152456008485e-25,-0.4049745464577784,2.1531687229068788e-24
cg09894814,7.69958304232009e-22,-0.3412470846377761,5.426058092484802e-21
cg16651768,1.9497332813830192e-5,-0.5097921056536344,2.9051379746197073e-5
cg16724720,2.6160661375270907e-26,-0.4495460338021661,3.1585151454555025e-25
cg08035638,6.77772329925063e-23,-0.408120966759124,5.376338964912819e-22
cg07800959,1.7957254047693773e-28,-0.3494678310258876,2.7301676987327016e-27
cg19867250,4.045025058364514e-14,-0.35268673092132674,1.4662099659678878e-13
cg12444822,4.1671109748840065e-15,-0.3846918298834869,1.6291419573236997e-14
cg13305444,8.009842976074164e-6,-0.39709895410881163,1.267067646118861e-5
cg19156963,4.151346957272591e-22,-0.3361559303179409,3.0430855820721405e-21
cg24729839,1.3130382983788884e-6,-0.4045453648072748,2.328303332546582e-6
cg22489204,5.2174602334430435e-20,-0.3099743767368047,3.070634302262895e-19
cg15260921,1.7882293515790353e-16,-0.3453159167376227,7.747421095759302e-16
cg20701926,1.412950839452991e-10,-0.306912119787118,3.853929033856829e-10
cg22157069,8.563330395458275e-12,-0.3443409619454885,2.5705646269364695e-11
cg17933936,6.077115876077897e-40,-0.4821897006360064,5.543680149177726e-38
cg19746567,2.097479590779398e-14,-0.4257896039721968,7.774405164920477e-14
cg13791379,1.2055637365295868e-23,-0.38888749022877195,1.0256661426847573e-22
cg18918637,3.6221660818115946e-8,-0.35853639856692127,7.815501585196633e-8
cg07921765,5.617678890543002e-33,-0.575994512581538,1.441285740354939e-31
cg01967586,1.8950663456040613e-32,-0.4325570299687039,4.204998566867391e-31
cg26188212,4.760196467133373e-5,-0.4592674840019576,6.635180474561119e-5
cg15732451,1.540633459917377e-11,-0.4477022923111098,4.5254385352134764e-11
cg24406771,6.42899602668163e-28,-0.48709768010475507,8.946111420179014e-27
cg18117403,7.646493801166795e-14,-0.3767148042252301,2.6943224938875274e-13
cg18967021,3.1390547431229686e-18,-0.30300682974863075,1.595767148051986e-17
cg25023165,8.200274372204492e-13,-0.37093032475440124,2.661037652007861e-12
cg02773275,1.2504759333171967e-15,-0.40928165484018475,5.020248123488599e-15
cg13305336,1.566236122027921e-31,-0.6088569128099041,3.255392040974489e-30
cg14170793,8.306111980190238e-9,-0.44218261857413965,1.9101730912426288e-08
cg12130225,8.149396277309869e-6,-0.3917903101026385,1.286664296859885e-5
cg22153407,7.824419259053326e-9,-0.540295847159113,1.8044517448547136e-8
cg03347632,2.916578736947558e-12,-0.35229940745714095,9.104605106592946e-12
cg11570508,4.3315291894566094e-16,-0.3855236085636353,1.814380339052998e-15
cg11226042,1.5797625918188307e-29,-0.43758724818170025,2.7304949218594945e-28
cg14523948,6.236219636420419e-25,-0.5098036215140201,6.243824782318492e-24
cg18166959,6.526823009445484e-7,-0.3326583678061821,1.2095985757911384e-6
cg04096525,0.0016857913683658416,-0.37964576640791453,0.002010217448697685
cg23172853,1.2000189241410439e-20,-0.34735473457862365,7.66704697836418e-20
cg05656812,3.4818901280715383e-26,-0.3356648428759661,4.142944630647439e-25
cg22431753,7.276917621859367e-24,-0.409327413293632,6.3556908165388725e-23
cg27428948,1.4553964204484874e-14,-0.5067996497676959,5.481103032973432e-14
cg24152264,7.050802382972728e-6,-0.3816754266705853,1.1229308935830475e-5
cg18132787,3.0389535729222298e-6,-0.3151606289146083,5.1126657446089155e-6
cg13058623,2.4961512791144476e-6,-0.3434353355704953,4.23855263733808e-6
cg17901924,7.921803074881385e-7,-0.41440758533842953,1.445288960995026e-6
cg12213388,7.862404284300533e-41,-0.6027548759618626,8.606711889880983e-39
cg18024859,8.749525440842915e-29,-0.5731105318636986,1.381415459025391e-27
cg18876314,2.3249082623835555e-19,-0.34150358667451997,1.281040055984496e-18
cg23012855,0.0011585390047834808,-0.36503698403984786,0.001403926971110314
cg16580616,4.143257384910461e-9,-0.4082401497515766,9.788818166939534e-9
cg17813670,2.4047429021280948e-20,-0.4052293450750047,1.4733536736172878e-19
cg22531801,2.2800631909206537e-8,-0.4348405282547564,5.011865809225854e-8
cg15514918,8.374796975898177e-7,-0.5844995712359805,1.524547298716719e-6
cg01514015,3.154946601021859e-35,-0.4342141827553387,1.2047493764832308e-33
cg18381395,1.4082208491130653e-39,-0.5143165614022304,1.2169992811808701e-37
cg07782924,1.3344224978020289e-30,-0.5117938348192073,2.6084782635606326e-29
cg00163018,2.240026346482881e-21,-0.3838194688771789,1.5198856450102856e-20
cg22940372,2.700299543315069e-23,-0.44018452341870096,2.25070652290525e-22
cg17514199,4.534421277327478e-25,-0.418631477559861,4.595999837883777e-24
cg19596804,2.5328366686251656e-27,-0.4137187922558525,3.327134247906017e-26
cg27043880,8.125178250146617e-6,-0.41880652229371723,1.2840753307738925e-5
cg16258888,2.3156067648844873e-6,-0.6023917650385677,3.964782385756338e-6
cg01176047,2.321260117652409e-27,-0.5654953739166728,3.0737976719235935e-26
cg27293357,5.06379573124626e-10,-0.4728296529240912,1.3114751720357032e-9
cg24546683,1.698216282183839e-6,-0.30150360455242886,2.9633062012177082e-6
cg00340127,3.0565222527835737e-18,-0.5857139879277442,1.5683779809595713e-17
cg18190310,6.769711352269821e-9,-0.554759454457193,1.567823136872644e-8
cg03002586,4.98767547218762e-41,-0.596342613053479,6.358980712558976e-39
cg11822088,1.4483046605089645e-14,-0.3794012502588162,5.4669339139211945e-14
cg23270529,6.654275897865611e-6,-0.6516520196439707,1.0639066235925349e-5
cg21526778,8.944104949087011e-39,-0.5977874972516112,6.6755546938185784e-37
cg04221461,8.244271250117708e-11,-0.37769344127984467,2.3100841967053373e-10
cg17133045,1.4093602358961438e-19,-0.3916437619986377,7.871324854902953e-19
cg09324544,4.3215508923592994e-27,-0.3950669199257098,5.587390996262968e-26
cg18857402,3.9027673089822916e-33,-0.5346151421076679,1.0336038582820843e-31
cg23484899,1.0170553979159455e-9,-0.39628413397177803,2.541864480027371e-9
cg17094624,8.380620706384078e-17,-0.6533719574163872,3.679406203177181e-16
cg26109154,3.3558081010579856e-5,-0.471541938854935,4.7790432800843126e-5
cg21400442,6.964007207476149e-29,-0.5659442064642621,1.1101844499685277e-27
cg22729008,7.443648924626242e-18,-0.3784179352736944,3.703779252798876e-17
cg13545909,9.19381780258348e-9,-0.5306489623405466,2.0996173618695513e-8
cg01822600,1.4479641777251334e-20,-0.38314554500643627,9.109414482086854e-20
cg12274113,2.3598404949195388e-21,-0.3359993727262247,1.5945918076781412e-20
cg18199753,1.118475553691464e-18,-0.39268183981226923,5.9052632127375684e-18
cg22229828,3.9266487166824245e-10,-0.3143423967289414,1.0283185315458598e-9
cg15831875,2.0064587600776243e-6,-0.4489274254712991,3.4643588686093154e-6
cg25025181,1.5943575239886914e-9,-0.4777576432910939,3.930833414999146e-9
cg23807924,4.657756483402527e-5,-0.38933654541872353,6.497906665885258e-5
cg07139495,1.5797628204263567e-13,-0.42597749927433026,5.415387371899954e-13
cg08944484,2.258665568260079e-6,-0.3365852454904179,3.875369762887199e-6
cg13432253,6.118497179834119e-11,-0.376868863445702,1.734092928223543e-10
cg16276225,2.063438339036732e-28,-0.4647604820633643,3.080150684271195e-27
cg18793688,1.3863134228742294e-21,-0.397042977975939,9.524379248366044e-21
cg09511177,3.0297067755659217e-4,-0.4392359313394941,3.8654067797041516e-4
cg12550241,2.613215214676011e-9,-0.5510223146395371,6.310121768115427e-9
cg16703466,1.29071871043188e-10,-0.5089339010050123,3.538163810566189e-10
