"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"6009","RHEB",31699,"uc003wkh.1","chr7",151163098,151217010
"7205","TRIP6",29062,"uc003uww.3","chr7",100464950,100471076
"79027","ZNF655",28954,"uc003urc.3","chr7",99156045,99162328
"79689","STEAP4",30828,"uc003ujs.3","chr7",87905744,87936228
"83992","CTTNBP2",31284,"uc003vjf.3","chr7",117350706,117513561
"1015","CDH17",33767,"uc003ygh.2","chr8",95139394,95220815
"10361","NPM2",31959,"uc003xac.3","chr8",21881645,21894408
"312","ANXA13",34002,"uc003yqt.3","chr8",124693034,124749647
"5327","PLAT",33407,"uc010lxf.1","chr8",42032236,42050729
"54742","LY6K",32869,"uc011ljv.2","chr8",143781529,143785584
"55039","TRMT12",32790,"uc003yra.4","chr8",125463048,125465266
"6641","SNTB1",33968,"uc010mdg.3","chr8",121547985,121824309
"8794","TNFRSF10C",32031,"uc003xcy.3","chr8",22960327,22974950
"11046","SLC35D2",36729,"uc010msd.3","chr9",99075726,99145992
"158135","TTLL11",37058,"uc004blr.3","chr9",124584204,124855885
"216","ALDH1A1",36468,"uc011lsg.2","chr9",75515578,75540528
"2203","FBP1",36699,"uc004auw.4","chr9",97365421,97401923
"23048","FNBP1",37271,"uc011mbu.1","chr9",132649466,132681589
"2731","GLDC",35908,"uc003zkc.3","chr9",6532464,6645692
"28","ABO",37350,"uc004cda.1","chr9",136130563,136150630
"54461","FBXW5",37478,"uc010nbx.3","chr9",139834885,139837147
"57171","DOLPP1",35523,"uc004bxc.3","chr9",131843383,131852717
"5900","RALGDS",37331,"uc004ccn.3","chr9",135973107,135977304
"7099","TLR4",35265,"uc004bjz.4","chr9",120466453,120479769
"7169","TPM2",36236,"uc003zxq.3","chr9",35681990,35690053
"768","CA9",34620,"uc003zxo.4","chr9",35673915,35681154
"84885","ZDHHC12",37236,"uc004bvy.3","chr9",131483149,131486408
"9022","CLIC3",37482,"uc004ckj.1","chr9",139889060,139891024
"9853","RUSC2",34608,"uc003zww.3","chr9",35490007,35561895
"10013","HDAC6",75818,"uc011mmi.2","chrX",48660287,48683380
"11230","PRAF2",77334,"uc004dmi.3","chrX",48928818,48931662
"23229","ARHGEF9",77480,"uc004dvk.1","chrX",62854848,62974991
"2564","GABRE",78192,"uc004ffi.3","chrX",151121596,151143151
"2717","GLA",77724,"uc004ehl.1","chrX",100652779,100663001
"286451","YIPF6",76045,"uc004dwz.3","chrX",67718624,67757127
"393","ARHGAP4",78276,"uc011mzf.2","chrX",153172830,153187626
"415","ARSE",76922,"uc004crc.4","chrX",2852673,2882494
"4354","MPP1",78333,"uc004fmp.2","chrX",154006959,154033802
"51360","MBTPS2",75511,"uc004dab.2","chrX",21857656,21888948
"58526","MID1IP1",75670,"uc004dei.4","chrX",38660685,38665783
"5935","RBM3",75806,"uc004dkf.2","chrX",48432741,48439553
"6173","RPL36A",76248,"uc004ehj.2","chrX",100645878,100648840
"64840","PORCN",75787,"uc004djq.1","chrX",48367371,48370323
"79983","POF1B",77663,"uc004eer.2","chrX",84532395,84634748
"85012","TCEAL3",76326,"uc004ekq.3","chrX",102862834,102864855
"9843","HEPH",76032,"uc011moz.2","chrX",65382433,65487230
"5616","PRKY",78419,"uc004fre.3","chrY",7142013,7249588
