"ENTREZID","SYMBOL","TXNAME","TXID","TXCHROM","TXSTART","TXEND"
"3176","HNMT",9414,"uc002tvd.3","chr2",138721808,138725014
"3625","INHBB",9232,"uc002tmn.2","chr2",121103719,121109383
"3628","INPP1",9833,"uc002urx.4","chr2",191208196,191236391
"3694","ITGB6",12165,"uc002ubh.2","chr2",160958233,161056589
"4036","LRP2",12238,"uc002ues.3","chr2",169983619,170219122
"4065","LY75",12158,"uc002ubc.4","chr2",160659868,160761267
"4211","MEIS1",8560,"uc002sdt.3","chr2",66662532,66799583
"4613","MYCN",8081,"uc002rci.3","chr2",16080683,16087129
"5455","POU3F3",9004,"uc010ywg.2","chr2",105471969,105473471
"55502","HES6",12966,"uc002vxz.3","chr2",239146908,239148681
"6242","RTKN",11392,"uc002slc.3","chr2",74652988,74667710
"6439","SFTPB",11491,"uc002sqi.3","chr2",85884440,85895374
"6509","SLC1A4",8544,"uc010ypz.2","chr2",65215579,65251000
"7273","TTN",12361,"uc002umq.4","chr2",179390717,179393946
"7447","VSNL1",8084,"uc002rcm.3","chr2",17721807,17837706
"7475","WNT6",10213,"uc002vjc.1","chr2",219724546,219738954
"7851","MALL",11753,"uc002tfk.3","chr2",110841447,110874143
"79623","GALNT14",10926,"uc002rnq.3","chr2",31133331,31352506
"79853","TM4SF20",12856,"uc002vpb.2","chr2",228226874,228244022
"80326","WNT10A",10214,"uc002vjd.1","chr2",219745255,219758651
"84269","CHCHD5",9115,"uc002thz.1","chr2",113342036,113346617
"843","CASP10",9943,"uc002uxi.1","chr2",202047621,202065452
"84450","ZNF512",8210,"uc002rla.4","chr2",27805836,27846082
"8462","KLF11",8036,"uc002raf.1","chr2",10183682,10194963
"8673","VAMP8",8773,"uc002spt.4","chr2",85804614,85809156
"8808","IL1RL2",8984,"uc002tbs.3","chr2",102803433,102855811
"9111","NMI",12067,"uc002txi.2","chr2",152126982,152146430
"94097","SFXN5",11345,"uc010feq.3","chr2",73169165,73208363
"9486","CHST10",11687,"uc002tam.3","chr2",101008322,101034130
"10110","SGK2",71079,"uc002xkq.1","chr20",42168791,42198156
"10287","RGS19",72507,"uc002yhy.3","chr20",62704535,62710845
"10406","WFDC2",71185,"uc002xoo.3","chr20",44098394,44110172
"1114","CHGB",70626,"uc002wmg.3","chr20",5891974,5906005
"11264","PXMP4",71914,"uc002wzv.3","chr20",32290550,32308136
"1591","CYP24A1",72343,"uc002xwu.1","chr20",52769988,52788492
"1917","EEF1A2",72466,"uc002yfe.2","chr20",62119365,62130668
"3172","HNF4A",71112,"uc010zwo.1","chr20",42984441,43036115
"4661","MYT1",71518,"uc002yih.3","chr20",62783144,62859455
"51614","ERGIC3",70943,"uc002xcq.1","chr20",34129778,34133155
"54923","LIME1",71479,"uc011abi.2","chr20",62367053,62370460
"55902","ACSS2",70926,"uc002xbc.2","chr20",33462766,33515769
"5753","PTK6",72467,"uc002yfg.4","chr20",62159776,62168723
"64849","SLC13A3",72218,"uc002xse.2","chr20",45186462,45192254
"7022","TFAP2C",71311,"uc002xya.3","chr20",55204358,55214338
"7056","THBD",71795,"uc002wss.3","chr20",23026270,23030301
"84532","ACSS1",71821,"uc002wua.3","chr20",24986866,25013308
"84557","MAP1LC3A",70922,"uc002xap.2","chr20",33134688,33148149
"8530","CST7",70778,"uc002wtx.2","chr20",24929866,24940564
"8537","BCAS1",72335,"uc010zza.1","chr20",52560079,52612736
"1292","COL6A2",72952,"uc002zhy.1","chr21",47518033,47549719
"7031","TFF1",73338,"uc002zax.1","chr21",43782391,43786644
"873","CBR1",72702,"uc010gmx.1","chr21",37442285,37443881
"875","CBS",73358,"uc002zcs.1","chr21",44473301,44488514
"9510","ADAMTS1",73082,"uc002ymf.3","chr21",28208606,28217728
"9980","DOPEY2",72706,"uc002yvg.3","chr21",37536839,37666572
"11144","DMC1",75052,"uc011anv.1","chr22",38914954,38964414
"114904","C1QTNF6",74942,"uc003aqw.1","chr22",37576206,37581994
"2192","FBLN1",74296,"uc003bgg.1","chr22",45898719,45954591
"23779","ARHGAP8",74276,"uc003bfi.3","chr22",45148438,45246845
"26286","ARFGAP3",75164,"uc003bdd.2","chr22",43192532,43253408
"27350","APOBEC3C",74099,"uc003awr.3","chr22",39410265,39414825
"2952","GSTT1",74678,"uc002zze.4","chr22",24376139,24384284
"3005","H1F0",74063,"uc003aty.3","chr22",38201114,38203443
"339665","SLC35E4",73895,"uc003ais.1","chr22",31031793,31043862
"3956","LGALS1",74051,"uc003atn.3","chr22",38071613,38075809
"3957","LGALS2",75011,"uc003ata.3","chr22",37966253,37976024
"4242","MFNG",75002,"uc011anj.2","chr22",37865101,37882425
"4744","NEFH",73852,"uc003afo.3","chr22",29876181,29887277
"51733","UPB1",73759,"uc003aae.3","chr22",24863206,24922553
"5465","PPARA",74315,"uc003bgw.1","chr22",46546499,46639653
"6523","SLC5A1",73973,"uc003amc.3","chr22",32439019,32509011
"6948","TCN2",73893,"uc003aip.2","chr22",31003070,31023047
"80830","APOL6",74009,"uc003aod.3","chr22",36044424,36057406
"11167","FSTL1",16494,"uc003eds.3","chr3",120113061,120169918
"11343","MGLL",16633,"uc003ejv.4","chr3",127407905,127455200
"114884","OSBPL10",15548,"uc003ceu.1","chr3",31699403,31871723
"115560","ZNF501",13662,"uc003cnu.2","chr3",44771098,44778575
"131096","KCNH8",13336,"uc011awe.1","chr3",19190017,19492896
"131177","FAM3D",16139,"uc003dkq.3","chr3",58619670,58652561
"141","ADPRH",14357,"uc003ecs.3","chr3",119298523,119308792
"166012","CHST13",14457,"uc003eja.3","chr3",126243131,126262134
"1795","DOCK3",13861,"uc011bds.2","chr3",50712672,51421629
"1962","EHHADH",17177,"uc003fpf.3","chr3",184908412,184971886
"25827","FBXL2",13418,"uc011axm.1","chr3",33318934,33427220
"26018","LRIG1",16189,"uc011bfu.2","chr3",66429221,66454834
"275","AMT",15879,"uc011bcn.2","chr3",49454211,49459884
"2876","GPX1",15875,"uc021wxw.1","chr3",49394609,49395791
"29995","LMCD1",13117,"uc011atf.2","chr3",8543493,8592961
"3693","ITGB5",16574,"uc010hrx.3","chr3",124481795,124536557
"4045","LSAMP",16447,"uc003ebs.3","chr3",115521210,116164385
"4071","TM4SF1",16867,"uc003exb.1","chr3",149086805,149095568
"4486","MST1R",15919,"uc031rzv.1","chr3",49924436,49933313
"4638","MYLK",16552,"uc003egl.3","chr3",123331143,123339530
"51560","RAB6B",16724,"uc003epy.3","chr3",133543080,133614691
"5352","PLOD2",16825,"uc003evq.1","chr3",145787228,145804522
"54847","SIDT1",14308,"uc011bif.1","chr3",113251218,113331041
"55","ACPP",14569,"uc003eon.3","chr3",132036211,132077690
"55081","IFT57",16359,"uc021xcc.1","chr3",107879659,107941222
"5627","PROS1",16279,"uc010hoo.3","chr3",93591881,93646258
"57110","HRASLS",15161,"uc003fta.4","chr3",192958917,192988644
"5793","PTPRG",14017,"uc003dla.4","chr3",61547243,61757059
"5948","RBP2",16786,"uc003eth.3","chr3",139171726,139195352
"6405","SEMA3F",13825,"uc003cyj.3","chr3",50192848,50226508
"64747","MFSD1",14827,"uc003fcl.2","chr3",158519715,158547508
"6657","SOX2",14978,"uc003fkx.3","chr3",181429712,181432223
"6854","SYN2",13250,"uc003bwl.1","chr3",12045862,12227226
"7029","TFDP2",16797,"uc003euk.4","chr3",141663270,141719229
"7068","THRB",15486,"uc003ccx.4","chr3",24158645,24536313
"7079","TIMP4",15361,"uc003bwo.3","chr3",12194568,12200851
"7104","TM4SF4",14731,"uc003exd.2","chr3",149192368,149221181
"7325","UBE2E2",13346,"uc010hfc.2","chr3",23244653,23632296
"79442","LRRC2",15698,"uc010hji.3","chr3",46556878,46608040
"84100","ARL6",14143,"uc003dru.3","chr3",97483595,97517373
"84561","SLC12A8",16582,"uc003eht.4","chr3",124801480,124839698
"8618","CADPS",16158,"uc003dlj.1","chr3",62384021,62467544
"885","CCK",15635,"uc021wwk.1","chr3",42299318,42305439
"9076","CLDN1",17229,"uc003fsh.3","chr3",190023490,190040235
"91392","ZNF502",13658,"uc003cns.3","chr3",44754135,44765323
"95","ACY1",13892,"uc011beb.2","chr3",52017300,52022246
"9852","EPM2AIP1",15577,"uc003cgk.3","chr3",37027357,37034795
"9975","NR1D2",13361,"uc003ccs.2","chr3",23986751,24022109
"11107","PRDM5",19837,"uc003idn.3","chr4",121615929,121844013
"130","ADH6",19661,"uc003huo.2","chr4",100123795,100140403
"132299","OCIAD2",19267,"uc003gyt.3","chr4",48887405,48908815
"132625","ZFP42",18846,"uc003izh.1","chr4",188916925,188926199
"132789","GNPDA2",19217,"uc003gwy.4","chr4",44703812,44728651
"133022","TRAM1L1",19815,"uc003ibv.4","chr4",118004710,118006736
"2121","EVC",17563,"uc003gil.1","chr4",5712924,5816031
"2247","FGF2",18446,"uc003iev.1","chr4",123747863,123819390
"22902","RUFY3",18017,"uc003hfp.4","chr4",71570654,71655614
"23158","TBC1D9",19927,"uc010ioj.3","chr4",141541936,141677471
"266812","NAP1L5",19610,"uc003hrx.3","chr4",89617066,89619023
"27071","DAPP1",18291,"uc011cek.2","chr4",100737981,100785442
"2919","CXCL1",18051,"uc003hhh.3","chr4",74735109,74737019
"306","ANXA3",18133,"uc003hld.3","chr4",79472742,79531605
"3248","HPGD",20154,"uc011ckh.1","chr4",175411328,175444044
"3600","IL15",18530,"uc003iis.3","chr4",142557749,142655140
"3627","CXCL10",19456,"uc003hjl.4","chr4",76942269,76944689
"51166","AADAT",20138,"uc003isr.3","chr4",170981373,171011183
"5308","PITX2",19786,"uc003iac.3","chr4",111538580,111544254
"54436","SH3TC1",17598,"uc003gkv.4","chr4",8201060,8242830
"5783","PTPN13",18182,"uc003hpy.3","chr4",87515468,87736328
"60592","SCOC",18519,"uc003iib.2","chr4",141178440,141303710
"6286","S100P",17580,"uc003gjl.3","chr4",6695566,6698897
"6374","CXCL5",19419,"uc003hhk.4","chr4",74861359,74864446
"64116","SLC39A8",19699,"uc011ceo.1","chr4",103172198,103266410
"685","BTC",19426,"uc003hig.2","chr4",75671448,75719882
"7345","UCHL1",17804,"uc003gvo.3","chr4",41258898,41270446
"7700","ZNF141",17397,"uc003fzz.2","chr4",331596,352339
"84179","MFSD7",18877,"uc003gaw.3","chr4",675618,678890
"8654","PDE5A",19831,"uc003idf.3","chr4",120415550,120548442
"8999","CDKL2",19436,"uc003hiq.3","chr4",76501704,76555721
"93622","LOC93622",17578,"uc003gji.2","chr4",6675821,6677774
"9429","ABCG2",19598,"uc003hrf.3","chr4",89011416,89053069
"9957","HS3ST1",19045,"uc003gmq.3","chr4",11399988,11430537
"10085","EDIL3",22606,"uc003kio.1","chr5",83238126,83680611
"1044","CDX1",21596,"uc003lrq.3","chr5",149546344,149564121
"10636","RGS14",21894,"uc003mgf.3","chr5",176784844,176799599
"10788","IQGAP2",20852,"uc003kek.3","chr5",75699149,76003957
"154","ADRB2",21561,"uc003lpr.2","chr5",148206156,148208197
"1601","DAB2",22262,"uc003jlw.3","chr5",39371776,39425335
"1809","DPYSL3",23166,"uc003lon.1","chr5",146770371,146833260
"2201","FBN2",22829,"uc003kuu.3","chr5",127593601,127873735
"23305","ACSL6",22852,"uc003kvv.2","chr5",131142684,131329971
"23530","NNT",20522,"uc003joe.3","chr5",43602791,43705668
"2561","GABRB2",23374,"uc011deh.1","chr5",160715436,160973801
"26249","KLHL3",22959,"uc011cyc.2","chr5",136953189,137008616
"2878","GPX3",21618,"uc021yga.1","chr5",150399999,150408554
"28965","SLC27A6",21193,"uc003kuy.3","chr5",128301210,128369335
"30012","TLX3",21793,"uc003mbf.3","chr5",170736288,170739138
"4208","MEF2C",22626,"uc003kji.2","chr5",88014058,88119744
"4488","MSX2",21832,"uc003mcy.3","chr5",174151575,174157902
"50805","IRX4",22067,"uc011cmf.2","chr5",1877541,1882861
"5295","PIK3R1",20656,"uc003jva.3","chr5",67511584,67597649
"55819","RNF130",23577,"uc003mll.1","chr5",179382474,179499109
"56133","PCDHB2",21432,"uc003lil.3","chr5",140474237,140476964
"56477","CCL28",22299,"uc003jns.3","chr5",43376748,43412488
"5924","RASGRF2",20908,"uc003kha.2","chr5",80256508,80525981
"6690","SPINK1",23172,"uc003los.2","chr5",147204143,147211260
"6879","TAF7",23074,"uc003ljg.3","chr5",140698057,140700351
"6932","TCF7",21237,"uc003kyt.3","chr5",133450402,133483920
"79908","BTNL8",21969,"uc003mmp.3","chr5",180326077,180377906
"81786","TRIM7",23623,"uc003mmv.1","chr5",180620924,180627930
"84674","CARD6",20487,"uc003jmg.3","chr5",40841410,40855456
"8614","STC2",23421,"uc003mcn.1","chr5",172741726,172754724
"9037","SEMA5A",22092,"uc003jek.2","chr5",9035138,9546233
"929","CD14",23054,"uc003lgi.2","chr5",140011313,140013035
"10385","BTN2A2",23919,"uc003nhs.3","chr6",26383324,26395100
"10475","TRIM38",23876,"uc003nfm.4","chr6",25962917,25987557
"10758","TRAF3IP2",27290,"uc011ebb.3","chr6",111876581,111888563
"10981","RAB32",25482,"uc003qln.1","chr6",146864828,146876086
"1192","CLIC1",26299,"uc003nwr.3","chr6",31698358,31704341
"1235","CCR6",25702,"uc003qvl.3","chr6",167412816,167552629
"135152","B3GAT2",26980,"uc003pfv.3","chr6",71571069,71666788
"1769","DNAH8",24625,"uc021yzh.1","chr6",38683117,38998574
"1832","DSP",23720,"uc003mxp.1","chr6",7541870,7586946
"222643","UNC5CL",26698,"uc003opi.3","chr6",40994640,41006938
"222663","SCUBE3",24538,"uc003okf.1","chr6",35182190,35218609
"2296","FOXC1",23654,"uc003mtp.3","chr6",1610681,1614129
"2519","FUCA2",27572,"uc003qjm.3","chr6",143815949,143833020
"25803","SPDEF",26590,"uc003ojq.2","chr6",34505579,34524110
"28514","DLL1",27848,"uc003qxm.3","chr6",170591294,170599697
"2941","GSTA4",26884,"uc003pbd.3","chr6",52842746,52859105
"3012","HIST1H2AE",23902,"uc003nha.1","chr6",26217148,26217711
"3024","HIST1H1A",25988,"uc003nfo.3","chr6",26017260,26018040
"3113","HLA-DPA1",26444,"uc003ocs.2","chr6",33032346,33041454
"3134","HLA-F",24112,"uc031sna.1","chr6",29691117,29693908
"4121","MAN1A1",27350,"uc003pym.2","chr6",119498366,119670931
"4199","ME1",27059,"uc003pjy.3","chr6",83920110,84140938
"4217","MAP3K5",27523,"uc011edj.2","chr6",136878187,136977598
"4224","MEP1A",24841,"uc010jzh.1","chr6",46761094,46807519
"4277","MICB",24238,"uc011dnm.2","chr6",31462658,31478901
"5190","PEX6",26761,"uc003otf.3","chr6",42931611,42946981
"5272","SERPINB9",25767,"uc003muf.4","chr6",2887500,2892367
"53405","CLIC5",26808,"uc031sos.1","chr6",45866190,45905334
"53832","IL20RA",27530,"uc003qhi.3","chr6",137321108,137330001
"54438","GFOD1",25898,"uc021ylt.1","chr6",13363587,13408369
"55633","TBC1D22B",24613,"uc003onn.3","chr6",37225548,37300746
"5603","MAPK13",24571,"uc003ols.4","chr6",36098261,36112301
"56940","DUSP22",23642,"uc011dhn.1","chr6",292101,350227
"6785","ELOVL4",27039,"uc003pja.4","chr6",80624529,80657315
"6941","TCF19",24226,"uc003nss.3","chr6",31126303,31131992
"6954","TCP11",26596,"uc003ojz.1","chr6",35085849,35108619
"7164","TPD52L1",25277,"uc003pzu.1","chr6",125474879,125584644
"717","C2",24319,"uc003nyc.2","chr6",31865562,31912630
"780","DDR1",24187,"uc010jse.3","chr6",30850694,30867933
"7923","HSD17B8",24399,"uc003odi.2","chr6",33172414,33174608
"79694","MANEA",25101,"uc003pon.3","chr6",96025373,96035254
"80736","SLC44A4",26312,"uc011dol.2","chr6",31830970,31845448
"8345","HIST1H2BH",23906,"uc003nhh.3","chr6",26251879,26252303
"8346","HIST1H2BI",23908,"uc003nhk.3","chr6",26273204,26273640
"8355","HIST1H3G",26005,"uc003nhi.3","chr6",26271146,26271612
"84547","PGBD1",24057,"uc003nky.3","chr6",28249314,28270326
"8528","DDO",27273,"uc003puc.3","chr6",110713383,110736753
"8859","STK19",24334,"uc003nyt.3","chr6",31938952,31949223
"8968","HIST1H3F",26004,"uc003nhg.1","chr6",26250370,26250835
"89870","TRIM15",24154,"uc010jrx.3","chr6",30130983,30140473
"9053","MAP7",27510,"uc011edf.2","chr6",136663419,136788013
"9374","PPT2",24355,"uc003nzw.3","chr6",32121229,32131458
"10551","AGR2",30109,"uc003str.3","chr7",16832264,16844738
"1080","CFTR",29301,"uc003vjd.3","chr7",117120017,117308718
"2041","EPHA1",31574,"uc003wcz.3","chr7",143088205,143105985
"2051","EPHB6",29650,"uc010lot.1","chr7",142552792,142560591
"2318","FLNC",29402,"uc003vnz.4","chr7",128470483,128499328
"23554","TSPAN12",31285,"uc010lkj.3","chr7",120427374,120454214
"24146","CLDN15",31076,"uc003uyg.2","chr7",100875373,100881227
"25928","SOSTDC1",30105,"uc003stg.3","chr7",16501106,16505482
"26136","TES",29245,"uc011kmx.2","chr7",115850547,115890086
"26157","GIMAP2",29804,"uc003who.3","chr7",150382794,150390728
"29803","REPIN1",29787,"uc003whd.2","chr7",150065361,150071133
"3199","HOXA2",30181,"uc003syh.3","chr7",27139973,27142394
"3205","HOXA9",30190,"uc003syt.3","chr7",27202057,27205149
"3209","HOXA13",30197,"uc003szb.1","chr7",27236499,27239725
"358","AQP1",28216,"uc011kac.1","chr7",30893010,30965131
"3696","ITGB8",28071,"uc011jyh.2","chr7",20370325,20455382
"51412","ACTL6B",31048,"uc003uvy.3","chr7",100240726,100254084
"51422","PRKAG2",31700,"uc003wki.3","chr7",151253201,151329344
"51650","MRPS33",31503,"uc003vwd.4","chr7",140705961,140714479
"51666","ASB4",28901,"uc003unx.3","chr7",95115213,95158113
"53616","ADAM22",28810,"uc003uji.2","chr7",87563566,87757991
"5446","PON3",30897,"uc003unt.3","chr7",94989184,95025687
"54674","LRRN3",29207,"uc003vfs.4","chr7",110731062,110765509
"54749","EPDR1",28291,"uc003tfp.4","chr7",37960163,37991542
"55536","CDCA7L",30131,"uc003sve.4","chr7",21940517,21985542
"6009","RHEB",31699,"uc003wkh.1","chr7",151163098,151217010
"63917","GALNT11",29856,"uc010lqg.1","chr7",151722778,151819427
"6608","SMO",29424,"uc003vor.3","chr7",128828713,128853385
"7425","VGF",31067,"uc003uxx.4","chr7",100805790,100808852
"79690","GAL3ST4",31002,"uc022aii.1","chr7",99756865,99764906
"816","CAMK2B",30414,"uc003tkp.2","chr7",44256749,44365230
"84433","CARD11",29979,"uc003smv.3","chr7",2945710,3083509
"8460","TPST1",28556,"uc010kzy.2","chr7",65670259,65824460
"858","CAV2",29255,"uc003vhv.2","chr7",115928127,116146190
"10","NAT2",31944,"uc003wyw.1","chr8",18248755,18258723
"1015","CDH17",33767,"uc003ygh.2","chr8",95139394,95220815
"10361","NPM2",31959,"uc003xac.3","chr8",21881645,21894408
"137209","ZNF572",32798,"uc003yrr.3","chr8",125985539,125991630
"2171","FABP5",32529,"uc003yca.2","chr8",82192718,82197012
"27012","KCNV1",33932,"uc003ynr.4","chr8",110979233,110987421
"312","ANXA13",34002,"uc003yqt.3","chr8",124693034,124749647
"377677","CA13",32547,"uc003ydf.1","chr8",86132845,86352138
"4067","LYN",32361,"uc003xsk.4","chr8",56792386,56925006
"5327","PLAT",33407,"uc010lxf.1","chr8",42032236,42050729
"55039","TRMT12",32790,"uc003yra.4","chr8",125463048,125465266
"5533","PPP3CC",32007,"uc003xbr.2","chr8",22298483,22380326
"55353","LAPTM4B",32641,"uc003yia.3","chr8",98787809,98864830
"55824","PAG1",33670,"uc003ybz.3","chr8",81880046,82024303
"57094","CPA6",33569,"uc003xxq.4","chr8",68334405,68658620
"57509","MTUS1",33136,"uc003wxs.3","chr8",17501303,17555246
"8323","FZD6",32694,"uc003ylh.3","chr8",104310661,104345094
"8836","GGH",33530,"uc003xuw.3","chr8",63927639,63951610
"9639","ARHGEF10",31783,"uc003wpq.1","chr8",1772149,1873570
"10020","GNE",36257,"uc010mlg.3","chr9",36214439,36258496
"1056","CEL",35632,"uc010naa.2","chr9",135937365,135947250
"10670","RRAGA",34456,"uc003znj.3","chr9",19049372,19051021
"11046","SLC35D2",36729,"uc010msd.3","chr9",99075726,99145992
"1318","SLC31A2",35210,"uc011lxb.2","chr9",115913238,115924515
"157983","C9orf66",35851,"uc003zge.4","chr9",213108,215893
"158158","RASEF",36547,"uc004amo.2","chr9",85594500,85678043
"158401","C9orf84",36923,"uc004bfq.3","chr9",114448901,114521813
"1761","DMRT1",34351,"uc003zgu.1","chr9",841690,894985
"1993","ELAVL2",36042,"uc003zps.3","chr9",23690103,23821478
"2022","ENG",37181,"uc031tfe.1","chr9",130577291,130579336
"216","ALDH1A1",36468,"uc011lsg.2","chr9",75515578,75540528
"23048","FNBP1",37271,"uc011mbu.1","chr9",132649466,132681589
"259","AMBP",36973,"uc004bie.4","chr9",116822408,116840752
"28","ABO",37350,"uc004cda.1","chr9",136130563,136150630
"3934","LCN2",35435,"uc010mxq.2","chr9",130911732,130913646
"51450","PRRX2",35551,"uc004byh.3","chr9",132427920,132484951
"53358","SHC3",36617,"uc004aqf.2","chr9",91620686,91793682
"6013","RLN1",35895,"uc003zjb.2","chr9",5334932,5339873
"64170","CARD9",37423,"uc004chg.3","chr9",139257441,139268133
"6505","SLC1A1",34374,"uc003zij.2","chr9",4490427,4587469
"7091","TLE4",34864,"uc004alc.3","chr9",82186878,82341656
"768","CA9",34620,"uc003zxo.4","chr9",35673915,35681154
"81932","HDHD3",36963,"uc004bhi.1","chr9",116135698,116138341
"84267","C9orf64",36562,"uc004anb.3","chr9",86553227,86571663
"9536","PTGES",37263,"uc004byi.3","chr9",132500615,132515344
"9615","GDA",34810,"uc011lse.2","chr9",74729511,74867140
"9630","GNA14",36499,"uc004aku.3","chr9",80037995,80263232
"9853","RUSC2",34608,"uc003zww.3","chr9",35490007,35561895
"9966","TNFSF15",36995,"uc004bjg.3","chr9",117546915,117554810
"10013","HDAC6",75818,"uc011mmi.2","chrX",48660287,48683380
"10084","PQBP1",75831,"uc004dle.3","chrX",48755195,48760422
"10159","ATP6AP2",75679,"uc004det.3","chrX",40440216,40465888
"10549","PRDX4",75526,"uc004dam.3","chrX",23685645,23704514
"10682","EBP",75795,"uc004djx.4","chrX",48380164,48387104
"11040","PIM2",77321,"uc004dls.3","chrX",48770459,48776413
"11230","PRAF2",77334,"uc004dmi.3","chrX",48928818,48931662
"116442","RAB39B",78346,"uc004fne.3","chrX",154487526,154493852
"1349","COX7B",76160,"uc004ecu.1","chrX",77154961,77160881
"2182","ACSL4",77848,"uc004eoi.2","chrX",108884564,108976621
"2245","FGD1",77438,"uc004dtg.3","chrX",54471887,54522599
"24137","KIF4A",76071,"uc004dyf.2","chrX",69509879,69596068
"2539","G6PD",78322,"uc004flx.1","chrX",153759606,153775233
"2833","CXCR3",77557,"uc004eaf.3","chrX",70835766,70838367
"286451","YIPF6",76045,"uc004dwz.3","chrX",67718624,67757127
"30848","CTAG2",78327,"uc004fmh.2","chrX",153880246,153881853
"3597","IL13RA1",76465,"uc004eqr.1","chrX",117861559,117895477
"4109","MAGEA10",78198,"uc004ffk.3","chrX",151301783,151307050
"4113","MAGEB2",75562,"uc004dbz.3","chrX",30233675,30238206
"414","ARSD",76920,"uc004cqy.3","chrX",2822011,2847416
"415","ARSE",76922,"uc004crc.4","chrX",2852673,2882494
"4354","MPP1",78333,"uc004fmp.2","chrX",154006959,154033802
"4810","NHS",75479,"uc004cxx.3","chrX",17393543,17754113
"4841","NONO",76101,"uc004dzn.3","chrX",70503042,70521018
"5230","PGK1",76164,"uc004ecz.4","chrX",77359666,77382324
"5355","PLP2",75859,"uc004dmx.3","chrX",49028184,49031468
"54539","NDUFB11",77267,"uc004dhc.3","chrX",47001615,47004609
"54552","GNL3L",75978,"uc004dti.3","chrX",54556644,54589229
"55593","OTUD5",77322,"uc004dlt.4","chrX",48779303,48814893
"57692","MAGEE1",76157,"uc004ecm.2","chrX",75648046,75651746
"58526","MID1IP1",75670,"uc004dei.4","chrX",38660685,38665783
"6103","RPGR",77217,"uc004dea.3","chrX",38128423,38186788
"6134","RPL10",76834,"uc004fkm.2","chrX",153626571,153630680
"64840","PORCN",75787,"uc004djq.1","chrX",48367371,48370323
"64860","ARMCX5",76277,"uc004ejg.3","chrX",101854096,101859085
"6567","SLC16A2",76148,"uc031tjy.1","chrX",73641328,73753764
"65991","FUNDC2",76873,"uc004fmw.3","chrX",154255064,154285191
"6611","SMS",75515,"uc011mjq.3","chrX",21958691,21996232
"6907","TBL1X",75391,"uc004csq.4","chrX",9431335,9687780
"7076","TIMP1",75768,"uc011mlr.1","chrX",47441690,47445482
"79983","POF1B",77663,"uc004eer.2","chrX",84532395,84634748
"80823","BHLHB9",76297,"uc004ejo.3","chrX",101975642,102007369
"8228","PNPLA4",76951,"uc011mhq.1","chrX",7866804,7895475
"8237","USP11",75759,"uc004dhp.3","chrX",47092314,47107727
"8273","SLC10A3",78313,"uc004flp.3","chrX",153715650,153719002
"84679","SLC9A7",77264,"uc004dgu.2","chrX",46458686,46618607
"84707","BEX2",77774,"uc004eka.3","chrX",102564274,102565883
"8544","PIR",77066,"uc004cwu.3","chrX",15402924,15511711
"8573","CASK",77238,"uc004dfj.4","chrX",41374189,41449204
"8908","GYG2",75369,"uc004cqs.1","chrX",2746863,2800861
"9104","RGN",75740,"uc004dgz.1","chrX",46937775,46952712
"9203","ZMYM3",77551,"uc004dzh.2","chrX",70459474,70474038
"9367","RAB9A",75443,"uc004cvm.3","chrX",13707240,13727944
"9468","PCYT1B",77168,"uc004dbi.3","chrX",24576204,24665455
"9500","MAGED1",75936,"uc004dpm.3","chrX",51546155,51645450
"9843","HEPH",76032,"uc011moz.2","chrX",65382433,65487230
"5616","PRKY",78419,"uc004fre.3","chrY",7142013,7249588
